time,CoPx,CoPy,Mx,My,displacement,work
0,-0.00321,0.00775,27.388716999999996,1.514035,0.0,0.0
1,-0.0031,0.00769,27.340667000000003,1.4236879999999998,0.00011968111797606233,0.10232977528070382
2,-0.00301,0.00766,27.333233,1.3426550000000002,0.00021599440885535732,0.18370305987091806
3,-0.00291,0.00767,27.340217000000003,1.257016,0.00031443652382654174,0.2696263662377012
4,-0.00279,0.00763,27.31409,1.1515650000000002,0.00044084229901106406,0.3782658320408801
5,-0.00272,0.00759,27.280551000000003,1.085429,0.0005305931764441008,0.45241996218209246
6,-0.00262,0.00756,27.262768,1.002463,0.0006304206275785464,0.5372703731710796
7,-0.00251,0.00749,27.206596,0.9036350000000001,0.0007618098584918883,0.6509465235633234
8,-0.00236,0.0074,27.128284999999998,0.7715799999999999,0.000938093295036563,0.804475464633079
9,-0.00215,0.00732,27.061342000000003,0.591404,0.001157631013891432,0.9966856522532966
10,-0.00198,0.00725,26.996515999999996,0.44122300000000003,0.001343409726342563,1.160260537357951
11,-0.00179,0.00723,26.964599,0.276015,0.0015340052404555664,1.328523361989537
12,-0.00164,0.0072,26.938054,0.146431,0.0016855311458315125,1.4607982654330849
13,-0.00151,0.00713,26.891402,0.036272,0.001830321787794313,1.5804285892853598
14,-0.00146,0.00706,26.842163,-0.014395,0.0019156608761419158,1.6510800153856162
15,-0.00142,0.007,26.790841,-0.045423000000000005,0.0019872290254822488,1.7110523795878043
16,-0.00135,0.00686,26.662841000000004,-0.103752,0.0021404594402177047,1.8517160644570665
17,-0.00127,0.00671,26.518099,-0.175989,0.0023118432492546153,2.0134826578346896
18,-0.00121,0.00658,26.389549,-0.23077399999999998,0.002460058565602148,2.1532199067162967
19,-0.00115,0.00646,26.274459999999998,-0.279095,0.0025877040512254173,2.2780413670586603
20,-0.00114,0.00641,26.222181999999997,-0.289532,0.002643509516907555,2.3313510308448833
21,-0.0011,0.00636,26.179939,-0.323973,0.002703990009630412,2.3858547328292405
22,-0.00105,0.00634,26.16173,-0.366997,0.0027579863057996855,2.4325733828204386
23,-0.00092,0.00643,26.237249000000002,-0.483958,0.0029214722379161816,2.5717962073931373
24,-0.00076,0.00652,26.317593999999996,-0.6233069999999999,0.0031038702916338663,2.7326485086698025
25,-0.00056,0.00667,26.447618,-0.794592,0.0033459033472275205,2.9476945311882408
26,-0.00043,0.00681,26.58276,-0.908037,0.003537643301332029,3.124140353436886
27,-0.00039,0.0069,26.687658,-0.950668,0.003646811107941857,3.23737017532582
28,-0.00029,0.00695,26.742555,-1.035943,0.0037523300162000447,3.3387876601792716
29,-0.00023,0.00697,26.773294,-1.090408,0.003817252200390043,3.401328225782726
30,-0.00016,0.00695,26.767695000000003,-1.1458020000000002,0.003881824408033889,3.4570044688043238
31,-0.00012,0.00692,26.735726999999997,-1.180918,0.003935870406960728,3.504492219645992
32,-0.00012,0.00685,26.675961,-1.181053,0.003999871656948526,3.5642583721154253
33,-0.00015,0.00671,26.551152000000002,-1.161313,0.004141075799947234,3.690618785540674
34,-0.00011,0.0066,26.435838999999998,-1.190594,0.004255440567249053,3.8095913240947494
35,-4e-05,0.00647,26.294565,-1.248864,0.0044101383694312435,3.9624106159920744
36,-2e-05,0.00637,26.197623,-1.270918,0.004506469724658917,4.061829579374317
37,2e-05,0.00628,26.113599,-1.302055,0.004602845862784493,4.1514373097607065
38,6e-05,0.00622,26.053553,-1.337942,0.004680056807604512,4.2213901430485725
39,8e-05,0.00622,26.048867,-1.355685,0.004700557783191054,4.239741509346481
40,9e-05,0.00624,26.074786,-1.367172,0.004730163356990596,4.2680919190436954
41,6e-05,0.00625,26.085007,-1.3392570000000001,0.004763693790927543,4.297819281287931
42,4e-05,0.00629,26.119028000000004,-1.320192,0.004805628144386253,4.336818033396174
43,1e-05,0.00635,26.177560999999997,-1.291929,0.004871045267526911,4.401817335377036
44,-1e-05,0.00635,26.205644,-1.281325,0.004886992994637696,4.431835658198275
45,-2e-05,0.00635,26.221463,-1.266162,0.0049052325121751745,4.453748150753893
46,0.0,0.00634,26.216538000000003,-1.290762,0.004938015587076714,4.478836307820524
47,7e-05,0.00633,26.21246,-1.34769,0.005003601027534182,4.535910183350402
48,9e-05,0.00629,26.184818,-1.3695080000000002,0.005045362253569823,4.571125312031127
49,0.00011,0.00624,26.139183000000003,-1.384371,0.005099247502015013,4.619119707474759
50,0.00013,0.00621,26.103255,-1.4056899999999999,0.00514465950483365,4.660896745964822
51,0.00011,0.00612,26.027807000000003,-1.383915,0.0052304616027101045,4.7394241381856235
52,-0.0,0.00599,25.90329,-1.285183,0.005407333646855016,4.898334462309014
53,-7e-05,0.00581,25.738419,-1.227139,0.00559847950739089,5.073124486558109
54,-0.00015,0.00569,25.633826,-1.159758,0.005739853691738667,5.197542711951338
55,-0.0002,0.00556,25.525951,-1.110578,0.005882493973566771,5.316099398920062
56,-0.00025,0.00547,25.46182,-1.0654569999999999,0.005980278890604114,5.394512980664553
57,-0.00032,0.0054,25.399324,-1.004367,0.006083309759764768,5.481907134450718
58,-0.0004,0.00535,25.363021,-0.940838,0.006171761158849236,5.555077084908539
59,-0.00045,0.0053,25.326552,-0.894734,0.006244145480356039,5.613861153983416
60,-0.00044,0.00524,25.2836,-0.903522,0.006300208659002993,5.657702951939248
61,-0.00046,0.0051,25.158847,-0.888439,0.006442031224203316,5.783364433300879
62,-0.00047,0.00491,24.977552,-0.8786860000000001,0.006638023519970266,5.964921581422348
63,-0.00054,0.00469,24.767533,-0.8161250000000001,0.006864665815228671,6.184060485047422
64,-0.00063,0.00447,24.553966,-0.735812,0.007104908400962346,6.41222937306242
65,-0.00071,0.00427,24.364956999999997,-0.6694410000000001,0.007322594643063218,6.612552890708254
66,-0.00073,0.0041,24.211264,-0.651529,0.00748792104748792,6.767286138567268
67,-0.00074,0.00399,24.100773,-0.641642,0.007600251141407583,6.878218612847796
68,-0.00068,0.00396,24.05667,-0.689072,0.007663609487345588,6.942984958344512
69,-0.00068,0.00404,24.127578,-0.689094,0.007748009724312082,7.013892961757384
70,-0.00068,0.00417,24.240942999999998,-0.69055,0.007872919972090237,7.127267311418141
71,-0.00071,0.00431,24.364295,-0.663122,0.008014926309976965,7.253631907282648
72,-0.0007,0.00436,24.416380999999998,-0.671101,0.008069687701485945,7.306325510661045
73,-0.00069,0.00432,24.396098000000002,-0.686348,0.008111308009029252,7.331700125889651
74,-0.00073,0.0042,24.311494,-0.6472490000000001,0.008237647116197224,7.424901888839718
75,-0.00083,0.00401,24.158161,-0.5630240000000001,0.00845929656916294,7.5998443351299185
76,-0.00093,0.00382,24.010111000000002,-0.476159,0.008670285099656897,7.7714961068219095
77,-0.00101,0.00358,23.811494,-0.40925399999999995,0.008917739438879305,7.981079006205425
78,-0.00107,0.00338,23.631663,-0.350982,0.009133063218337128,8.170115549088012
79,-0.00115,0.00319,23.457418999999998,-0.281792,0.009342919573971167,8.357594154896782
80,-0.00123,0.00299,23.2768,-0.214428,0.009555142216495477,8.550366382297408
81,-0.00127,0.00282,23.123766999999997,-0.177978,0.009727997358160398,8.707680404523659
82,-0.00132,0.00269,23.000346999999998,-0.130859,0.00987092814560663,8.839789058899516
83,-0.00142,0.00255,22.864760999999998,-0.043774,0.010044106233135047,9.000932971663852
84,-0.00153,0.00242,22.740855,0.051698999999999995,0.010211209345015106,9.157354806984243
85,-0.00162,0.00234,22.664939,0.130329,0.0103290822002448,9.266652180950866
86,-0.00163,0.0023,22.627878000000003,0.14032499999999998,0.010377931048747088,9.305037565369936
87,-0.00164,0.00221,22.574968000000002,0.144049,0.010461037245868606,9.358078457858657
88,-0.00169,0.00205,22.454932,0.187287,0.010626740987528228,9.48566437377417
89,-0.00176,0.00187,22.305177,0.250996,0.010829391918934922,9.648407719893143
90,-0.0018,0.00172,22.179381,0.28539400000000004,0.010984118807354485,9.778821890978959
91,-0.00189,0.00159,22.064245,0.364234,0.011137234613200913,9.918364157321454
92,-0.00192,0.00147,21.954829999999998,0.392035,0.011260681160337717,10.0312558657238
93,-0.00196,0.00138,21.860709,0.42471,0.0113639738028637,10.130887277768393
94,-0.00195,0.00131,21.787959,0.419832,0.011435049888856106,10.203800633088251
95,-0.00194,0.00127,21.74053,0.40457,0.011477765810946118,10.253624710450508
96,-0.00192,0.00127,21.737305,0.393705,0.011491585362313655,10.264958238144919
97,-0.00188,0.00128,21.734134,0.351778,0.011539912269932496,10.30700498082494
98,-0.00184,0.00129,21.734795,0.323272,0.01157391006397858,10.33551864346235
99,-0.00181,0.0013,21.753536,0.29439000000000004,0.011609045373853405,10.369948209317878
100,-0.00181,0.00122,21.695876000000002,0.293362,0.01169065278773229,10.427617372516243
101,-0.00181,0.00113,21.627997,0.290412,0.01178052898035303,10.49556044531252
102,-0.0018,0.00099,21.527377,0.289342,0.011915737301102899,10.596186134378483
103,-0.0018,0.00085,21.416256,0.282818,0.012057052728427733,10.707498484174003
104,-0.0018,0.00076,21.342128,0.28222,0.012151054643301847,10.781628896205776
105,-0.00176,0.00065,21.24665,0.250472,0.012264771572560425,10.88224690646239
106,-0.00174,0.00059,21.194613999999998,0.231968,0.012325013252483879,10.93747500901897
107,-0.00171,0.00053,21.135843,0.20760499999999998,0.012388790991546973,11.001095651973907
108,-0.00172,0.00049,21.087267,0.211814,0.01243583650142836,11.049853661131378
109,-0.00172,0.00045,21.0493,0.218802,0.012476080755676638,11.088458391838898
110,-0.00175,0.00037,20.977202,0.241208,0.012553911405166412,11.163957732498272
111,-0.00174,0.00032,20.922623,0.23429899999999998,0.012608358627317774,11.218972289862661
112,-0.00174,0.00028,20.882133000000003,0.229575,0.01264821261080751,11.25973693478936
113,-0.00169,0.00018,20.79325,0.187252,0.012764822901948556,11.358181965227674
114,-0.00167,0.0001,20.732057,0.171248,0.012839839833370734,11.421433141224647
115,-0.00161,9e-05,20.721626,0.116004,0.012903792941192012,11.477653291500149
116,-0.00158,0.00014,20.763270999999996,0.092099,0.012957180673865351,11.525671569790813
117,-0.00161,0.00016,20.792205,0.123597,0.013001552399096629,11.568441890809016
118,-0.00165,0.00019,20.825533,0.15082299999999998,0.013042784668013098,11.611476884244592
119,-0.00161,0.00018,20.824772,0.11751700000000001,0.01308291458204241,11.644791577054221
120,-0.00157,0.00013,20.784956,0.08660999999999999,0.013140379875916191,11.695195510482078
121,-0.00154,9e-05,20.738236999999998,0.061755000000000004,0.013194461018655599,11.748114656223485
122,-0.00156,7e-05,20.721909,0.07861900000000001,0.013218721686412279,11.771588004514685
123,-0.00156,4e-05,20.702637,0.077805,0.013245636737963409,11.790877187493754
124,-0.00155,-2e-05,20.651945,0.068491,0.013311396680177496,11.842417748802298
125,-0.00157,-9e-05,20.599266,0.087818,0.013380429788176483,11.898530224866006
126,-0.00159,-0.00022,20.491419,0.10659300000000001,0.013513051430452547,12.007999289144458
127,-0.00158,-0.00036,20.369511,0.09195400000000001,0.013661505093256806,12.130783086060013
128,-0.00149,-0.00048,20.276656,0.018128,0.013802245208362625,12.249409935048766
129,-0.00147,-0.00059,20.175341,-0.006901,0.013920238852259235,12.353770751766536
130,-0.00147,-0.00073,20.047541000000002,0.0005930000000000004,0.014058394452941943,12.481790281667248
131,-0.00154,-0.00088,19.898969,0.057354,0.01422214759031647,12.64083571638639
132,-0.00159,-0.00097,19.796407,0.10028300000000001,0.014323229388875855,12.752019631072825
133,-0.0016,-0.00108,19.687303,0.11238,0.014432133015996348,12.861792215195637
134,-0.00155,-0.00113,19.632526000000002,0.065641,0.014509367723220498,12.933799533226512
135,-0.00147,-0.00114,19.623706000000002,-0.005196999999999999,0.014591202984569136,13.005184508144207
136,-0.0014,-0.00115,19.611554,-0.066517,0.014662792089885518,13.067697014924851
137,-0.0013,-0.00114,19.630191,-0.151808,0.014761098244321546,13.155000465314856
138,-0.00122,-0.00115,19.628292000000002,-0.22019700000000003,0.014839675912904929,13.223415825593086
139,-0.00117,-0.00119,19.592822,-0.260289,0.01490367786600013,13.276946091462031
140,-0.00112,-0.00123,19.565616,-0.304802,0.014966918122166592,13.329114794771584
141,-0.00107,-0.00136,19.461235,-0.355854,0.015106108423552863,13.445311609981813
142,-0.0011,-0.00141,19.413939,-0.32946400000000003,0.015168154213095746,13.499471961863978
143,-0.00113,-0.00145,19.375116,-0.296638,0.015218305384567607,13.550312611004209
144,-0.00122,-0.00144,19.375096,-0.217178,0.015309121957944937,13.6297726135212
145,-0.0013,-0.00136,19.442702,-0.155117,0.01541518278954643,13.721544825856961
146,-0.00136,-0.00135,19.454810000000002,-0.10205299999999999,0.015477926872932833,13.775972684165001
147,-0.00141,-0.00135,19.459728,-0.053059,0.015534162448861244,13.825212899030495
148,-0.00154,-0.00135,19.457548,0.062423000000000006,0.01566663542723797,13.940715473564572
149,-0.00165,-0.00135,19.465246999999998,0.153311,0.01577064355192061,14.031928976649366
150,-0.00174,-0.00137,19.459719,0.23759000000000002,0.015868742379640418,14.116389077436661
151,-0.00185,-0.00143,19.417897,0.33002000000000004,0.01598789941887856,14.217840467688347
152,-0.00191,-0.00156,19.317203,0.382495,0.016129953281902417,14.331387406268831
153,-0.00194,-0.00163,19.248151999999997,0.41043,0.016215559122824633,14.405875021521304
154,-0.00199,-0.00171,19.192055,0.44834399999999996,0.016298668929706852,14.473582811361172
155,-0.00203,-0.00173,19.164019,0.488049,0.016351542079792697,14.522188411048862
156,-0.00213,-0.00175,19.144225,0.5768,0.01645455450622757,14.613119937138553
157,-0.00223,-0.00176,19.127629000000002,0.661013,0.016551593158320433,14.698952661579758
158,-0.00233,-0.0018,19.081694,0.747247,0.016660002429141705,14.796657968400833
159,-0.0024,-0.00186,19.021842,0.8131579999999999,0.01675747268101375,14.885688984485116
160,-0.00245,-0.00192,18.961698000000002,0.8566420000000001,0.016836409427843098,14.959905956883615
161,-0.00253,-0.00196,18.927519,0.924536,0.016920903451300384,15.035917793310583
162,-0.00266,-0.002,18.887883,1.038088,0.01705708806864023,15.1561886093883
