time,CoPx,CoPy,Mx,My,displacement,work
0,-0.00742,0.01424,66.943412,-7.0762,0.0,0.0
1,-0.00739,0.01403,66.76624899999999,-7.097146,0.00012509563802246785,0.09988942482119854
2,-0.00733,0.01381,66.574545,-7.139127,0.00023481244987489218,0.1872412680263399
3,-0.00731,0.01351,66.344143,-7.154449,0.00036720366797575,0.29213180454213766
4,-0.00727,0.01321,66.12005,-7.180123,0.00048699878917495004,0.3892304342259752
5,-0.00716,0.01282,65.844525,-7.259731,0.0006207532761607,0.49173196587583523
6,-0.0071,0.01251,65.626909,-7.309728,0.0007587311197463834,0.5918691104320575
7,-0.007,0.0122,65.402726,-7.379554999999999,0.0008998900221454334,0.6969310968663623
8,-0.00697,0.01192,65.217168,-7.407259999999999,0.0010502464301003834,0.8055985190243597
9,-0.00691,0.01156,64.982291,-7.454737,0.0012210316137703835,0.934802804401829
10,-0.00686,0.01126,64.77650700000001,-7.491589,0.0013906240082398168,1.0673304847694056
11,-0.00682,0.01098,64.56434,-7.521521,0.0015392231583484333,1.1877998011358277
12,-0.0068,0.01073,64.392109,-7.538606,0.0016928488645699333,1.308702757726958
13,-0.00673,0.01055,64.29212199999999,-7.594342,0.0018426495945322665,1.423111708481087
14,-0.00667,0.01041,64.227811,-7.636291,0.002003603257074533,1.5455386107574831
15,-0.00665,0.01033,64.17467400000001,-7.656404,0.0021716110130613666,1.6787972903158737
16,-0.00663,0.01027,64.122738,-7.669661,0.00236193560658635,1.8343579839463686
17,-0.00666,0.01028,64.11048,-7.642864,0.002525815655034367,1.9684255064539933
18,-0.00671,0.01023,64.085317,-7.605073,0.0026571460030911168,2.0785025574240446
19,-0.00676,0.01018,64.040002,-7.571761,0.0027493514677817328,2.1566534306346843
20,-0.00677,0.01008,63.942109,-7.560506999999999,0.0028392414389677833,2.228386330627439
21,-0.0068,0.00997,63.828282,-7.536523,0.0029127429139793673,2.2881878455167146
22,-0.00682,0.00992,63.753783,-7.51666,0.0029871736686771003,2.354841334553493
23,-0.00681,0.00986,63.695568,-7.523565,0.003095874937434433,2.4483176809055522
24,-0.0068,0.00977,63.607598,-7.528649,0.003211327574325217,2.5491999803029484
25,-0.00678,0.00969,63.54802600000001,-7.542176,0.0033523337103931166,2.66629148762011
26,-0.00677,0.00965,63.51838299999999,-7.548845,0.003472033512305,2.7743405748902847
27,-0.00676,0.0096,63.495015,-7.557699,0.0035740386946579,2.8643589710759283
28,-0.00676,0.00953,63.45378000000001,-7.555832,0.0036928170111486004,2.963544501452073
29,-0.00672,0.00942,63.384811,-7.588952000000001,0.0038131365353712503,3.0613597891110422
30,-0.00671,0.00929,63.312472,-7.60022,0.003924293726027684,3.145294789331914
31,-0.00667,0.00913,63.224357,-7.62874,0.004048928929745883,3.2325817930352234
32,-0.00661,0.00889,63.093068,-7.680052000000001,0.004156001866230017,3.302372072855029
33,-0.00653,0.00863,62.931728,-7.746155,0.0042860413884061,3.393125559873271
34,-0.00645,0.00836,62.74771500000001,-7.801632,0.0044289624786551,3.500072506450121
35,-0.00637,0.00813,62.562562,-7.861619999999999,0.004565902141783416,3.613695950843507
36,-0.00631,0.00786,62.34382000000001,-7.900988,0.004713689746212501,3.732094062969997
37,-0.00626,0.00758,62.119115,-7.939463000000001,0.004853883218059333,3.847656373338362
38,-0.00619,0.0073,61.876090999999995,-7.984007,0.005033125491392283,3.991545843715508
39,-0.00615,0.007,61.627296,-8.00883,0.005198460225061967,4.129357807121069
40,-0.00611,0.00675,61.40384,-8.0363595,0.00534166925535015,4.250004563009433
41,-0.00603,0.00655,61.250865,-8.091291,0.005466778899077266,4.351435882353999
42,-0.00597,0.00636,61.132521,-8.140350000000002,0.0055902416596743665,4.4469474713674755
